,fecha,rol,sexo,edad,id,n_victimas,hora,t_calle,calle,direccion,comuna,longitud,latitud,participantes,victima,acusado
658,2021-05-15,CICLISTA,MASCULINO,86,2021-0039,1,12:09:00,AVENIDA,OLIDEN,"OLIDEN y ALBERDI, JUAN BAUTISTA AV.",9,-58.50407099,-34.65303372,BICICLETA-AUTO,BICICLETA,AUTO
659,2021-05-20,CONDUCTOR,MASCULINO,27,2021-0040,1,05:50:00,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,-58.46743471,-34.53476874,MOTO-AUTO,MOTO,AUTO
660,2021-05-20,PEATON,MASCULINO,75,2021-0041,1,08:30:00,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. y CASARES AV.,14,-58.40986646,-34.57728060,PEATON-PASAJEROS,PEATON,PASAJEROS
661,2021-05-21,PEATON,MASCULINO,39,2021-0042,1,05:00:00,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. 10900,9,-58.51739138,-34.63931792,PEATON-PASAJEROS,PEATON,PASAJEROS
662,2021-05-22,PEATON,MASCULINO,50,2021-0043,1,18:26:00,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","ALBERDI, JUAN BAUTISTA AV. y PILAR",9,-58.50719962,-34.65556223,PEATON-AUTO,PEATON,AUTO
663,2021-05-25,PASAJERO_ACOMPAÑANTE,MASCULINO,21,2021-0044,1,02:00:00,AVENIDA,"PERON, EVA AV.","PERON, EVA AV. y ACOSTA, MARIANO",9,-58.46712311,-34.64600222,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
664,2021-05-26,CONDUCTOR,MASCULINO,22,2021-0045,1,17:24:00,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AU 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,4,-58.37709334,-34.64035082,MULTIPLE,MOTO,MULTIPLE
665,2021-05-31,PASAJERO_ACOMPAÑANTE,MASCULINO,20,2021-0046,1,02:00:00,AVENIDA,ELCANO AV.,ELCANO AV. y GUZMAN AV.,15,-58.46033141,-34.58569883,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
666,2021-06-02,CONDUCTOR,MASCULINO,59,2021-0047,1,16:00:00,AVENIDA,"VEDIA, AGUSTIN DE","VEDIA, AGUSTIN DE y RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.42190745,-34.65633192,MOTO-AUTO,MOTO,AUTO
667,2021-06-03,CICLISTA,MASCULINO,44,2021-0048,1,09:58:00,AVENIDA,CAPDEVILA,CAPDEVILA y CONGRESO AV.,12,-58.49026573,-34.56981410,BICICLETA-AUTO,BICICLETA,AUTO
668,2021-06-03,CONDUCTOR,MASCULINO,74,2021-0049,1,20:30:00,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4000",8,-58.45410344,-34.66902702,AUTO-AUTO,AUTO,AUTO
669,2021-06-10,CONDUCTOR,MASCULINO,56,2021-0050,1,13:30:00,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. 5958,13,-58.44751621,-34.55719892,MOTO-PASAJEROS,MOTO,PASAJEROS
670,2021-06-15,PEATON,MASCULINO,73,2021-0051,1,19:20:00,AVENIDA,27 DE FEBRERO AV.,27 DE FEBRERO AV. y EREZCANO AV.,4,-58.42040352,-34.66005171,PEATON-CARGAS,PEATON,CARGAS
671,2021-06-20,PASAJERO_ACOMPAÑANTE,FEMENINO,19,2021-0052,1,05:40:00,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. 14723",8,-58.49530249,-34.68010798,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
672,2021-06-20,PEATON,MASCULINO,58,2021-0053,1,12:00:00,AVENIDA,CORRIENTES AV.,CORRIENTES AV. 5783,15,-58.44399875,-34.59477360,PEATON-BICICLETA,PEATON,BICICLETA
673,2021-06-22,CONDUCTOR,MASCULINO,41,2021-0054,1,14:44:00,CALLE,TABARE,TABARE y EREZCANO,4,-58.42759813,-34.65463857,MOTO-CARGAS,MOTO,CARGAS
674,2021-06-29,PASAJERO_ACOMPAÑANTE,MASCULINO,47,2021-0055,1,12:20:00,AVENIDA,CORRIENTES AV.,CORRIENTES AV. y PUEYRREDON AV.,3,-58.40547222,-34.60456293,MOTO-CARGAS,MOTO,CARGAS
675,2021-07-09,CICLISTA,MASCULINO,60,2021-0056,1,23:25:00,AVENIDA,CORRALES,"CORRALES y MORENO, PERITO AV.",4,-58.42473018,-34.65008280,BICICLETA-AUTO,BICICLETA,AUTO
676,2021-07-10,CONDUCTOR,MASCULINO,46,2021-0057,1,23:30:00,AUTOPISTA,AUTOPISTA ARTURO ILLIA,AU  ARTURO ILLIA (CABINA DE PEAJE),2,-58.39257023,-34.57563957,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
677,2021-07-21,PEATON,MASCULINO,24,2021-0058,1,00:40:00,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y VEDIA",12,-58.48941042,-34.54596153,PEATON-AUTO,PEATON,AUTO
678,2021-07-22,PASAJERO_ACOMPAÑANTE,FEMENINO,44,2021-0059,1,01:20:00,AVENIDA,"GARAY, JUAN DE AV.","GARAY, JUAN DE AV. 2269",3,-58.39640740,-34.62783085,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
679,2021-07-22,PEATON,FEMENINO,80,2021-0060,1,12:30:00,AVENIDA,"SALGUERO, JERONIMO","SALGUERO, JERONIMO y RIVADAVIA AV.",5,-58.41971993,-34.61112240,PEATON-PASAJEROS,PEATON,PASAJEROS
680,2021-07-24,PEATON,FEMENINO,55,2021-0061,1,09:15:00,AVENIDA,"MORENO, PERITO AV.","MORENO, PERITO AV. y ALCORTA, AMANCIO AV.",4,-58.40544588,-34.65012801,PEATON-CARGAS,PEATON,CARGAS
681,2021-07-27,CONDUCTOR,MASCULINO,73,2021-0062,1,07:16:00,AVENIDA,LA PLATA AV.,LA PLATA AV. 2723,4,-58.42003882,-34.64645957,AUTO-CARGAS,AUTO,CARGAS
682,2021-08-02,PASAJERO_ACOMPAÑANTE,FEMENINO,31,2021-0063,1,04:40:00,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","ALBERDI, JUAN BAUTISTA AV. 2906",7,-58.46851293,-34.63348678,AUTO-AUTO,AUTO,AUTO
683,2021-08-02,PEATON,MASCULINO,37,2021-0064,1,20:00:00,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y TONELERO",9,-58.52931141,-34.65422917,PEATON-CARGAS,PEATON,CARGAS
684,2021-08-06,PEATON,FEMENINO,63,2021-0065,1,08:30:00,AVENIDA,SAN JUAN AV.,SAN JUAN AV. y LA PLATA AV.,6,-58.42675754,-34.62699730,PEATON-PASAJEROS,PEATON,PASAJEROS
685,2021-08-06,PEATON,MASCULINO,59,2021-0066,1,20:00:00,AVENIDA,LOPE DE VEGA AV.,"LOPE DE VEGA AV. y PAZ, GRAL. AV.",11,-58.52933723,-34.61098186,PEATON-PASAJEROS,PEATON,PASAJEROS
686,2021-08-08,CONDUCTOR,MASCULINO,27,2021-0067,1,09:29:00,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AU 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL,1,-58.37910943,-34.62764718,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
687,2021-08-15,CONDUCTOR,MASCULINO,39,2021-0068,1,06:10:00,AVENIDA,"BEIRO, FRANCISCO AV.","BEIRO, FRANCISCO AV. 5071",11,-58.52161176,-34.61164474,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
688,2021-08-20,PEATON,MASCULINO,17,2021-0069,1,17:15:00,AVENIDA,SANTA FE AV.,SANTA FE AV. 3428,14,-58.41354692,-34.58697680,PEATON-AUTO,PEATON,AUTO
689,2021-08-28,CONDUCTOR,MASCULINO,31,2021-0070,1,08:30:00,AVENIDA,"CHILAVERT, MARTINIANO, CORONEL","CHILAVERT, MARTINIANO, CORONEL y VARELA AV.",8,-58.43960781,-34.65470804,MOTO-CARGAS,MOTO,CARGAS
690,2021-08-31,PEATON,MASCULINO,88,2021-0071,1,16:00:00,CALLE,SAN LUIS,SAN LUIS 2730,3,-58.40454610,-34.60003693,PEATON-MOTO,PEATON,MOTO
691,2021-09-01,PEATON,FEMENINO,57,2021-0072,1,19:10:00,AVENIDA,CALLAO AV.,CALLAO AV. y PARAGUAY,2,-58.39303911,-34.59871111,PEATON-AUTO,PEATON,AUTO
692,2021-09-18,CICLISTA,FEMENINO,76,2021-0073,1,12:20:00,AVENIDA,DEL LIBERTADOR AV.,"DEL LIBERTADOR AV. y AGOTE, LUIS DR.",2,-58.39391034,-34.58405348,BICICLETA-AUTO,BICICLETA,AUTO
693,2021-09-20,CONDUCTOR,MASCULINO,55,2021-0074,1,15:00:00,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.50073810,-34.54979510,MULTIPLE,MOTO,MULTIPLE
694,2021-09-21,PEATON,MASCULINO,65,2021-0075,1,14:30:00,CALLE,SALTA,SALTA y BRASIL,1,-58.38281301,-34.62786038,PEATON-CARGAS,PEATON,CARGAS
695,2021-10-16,CONDUCTOR,MASCULINO,31,2021-0076,1,06:15:00,AVENIDA,"MORENO, PERITO AV.","MORENO, PERITO AV. 2152",7,-58.43980799,-34.65094083,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
696,2021-10-18,CONDUCTOR,FEMENINO,31,2021-0077,1,07:20:00,AVENIDA,DIRECTORIO AV.,DIRECTORIO AV. 1169,6,-58.44402387,-34.62933109,MOTO-CARGAS,MOTO,CARGAS
697,2021-10-23,CONDUCTOR,MASCULINO,22,2021-0078,1,06:35:00,AVENIDA,INDEPENDENCIA AV.,INDEPENDENCIA AV. y LA PLATA AV.,6,-58.42779702,-34.62207347,MOTO-PASAJEROS,MOTO,PASAJEROS
698,2021-10-25,PEATON,MASCULINO,73,2021-0079,1,03:30:00,CALLE,TUCUMAN,TUCUMAN 3112,3,-58.40944147,-34.60097942,PEATON-AUTO,PEATON,AUTO
699,2021-10-28,CONDUCTOR,MASCULINO,32,2021-0080,1,16:16:00,AVENIDA,ARENALES,ARENALES y 9 DE JULIO AV.,1,-58.38277479,-34.59430160,MOTO-AUTO,MOTO,AUTO
700,2021-11-02,CONDUCTOR,MASCULINO,26,2021-0081,1,13:35:00,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AU 1 SUR PRESIDENTE ARTURO FRONDIZI y BRANDSEN,4,-58.37627355,-34.63800916,MOTO-CARGAS,MOTO,CARGAS
701,2021-11-06,CONDUCTOR,MASCULINO,38,2021-0082,1,04:39:00,AUTOPISTA,AUTOPISTA 25 DE MAYO,AU 25 DE MAYO y PASCO,3,-58.39591856,-34.62453459,MOTO-AUTO,MOTO,AUTO
702,2021-11-09,CONDUCTOR,MASCULINO,30,2021-0083,1,00:35:00,AVENIDA,CABILDO AV.,CABILDO AV. y OLAZABAL,13,-58.45829717,-34.56015762,MOTO-AUTO,MOTO,AUTO
703,2021-11-11,CONDUCTOR,MASCULINO,32,2021-0084,1,03:00:00,AVENIDA,TAPALQUE,TAPALQUE y BRUIX AV.,9,-58.49142611,-34.64584795,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
704,2021-11-18,CICLISTA,MASCULINO,53,2021-0097,1,06:10:00,CALLE,PADRE CARLOS MUJICA,PADRE CARLOS MUGICA 709,1,-58.37976155,-34.58679619,BICICLETA-AUTO,BICICLETA,AUTO
705,2021-11-20,CONDUCTOR,MASCULINO,49,2021-0085,1,18:30:00,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y EZEIZA",12,-58.51271409,-34.57786555,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
706,2021-11-25,PEATON,MASCULINO,75,2021-0086,1,10:10:00,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. y PUAN,6,-58.44864864,-34.62352826,PEATON-PASAJEROS,PEATON,PASAJEROS
707,2021-11-27,PEATON,FEMENINO,73,2021-0087,1,11:22:00,CALLE,ESMERALDA,ESMERALDA 1359,1,-58.37795815,-34.59167894,PEATON-BICICLETA,PEATON,BICICLETA
708,2021-12-01,CONDUCTOR,MASCULINO,45,2021-0088,1,15:40:00,CALLE,MONROE,MONROE y 3 DE FEBRERO,13,-58.45531707,-34.55555257,MOTO-AUTO,MOTO,AUTO
709,2021-12-02,CONDUCTOR,MASCULINO,41,2021-0089,1,01:10:00,AVENIDA,GAONA AV.,GAONA AV. 3655,11,-58.47633683,-34.62140594,MOTO-AUTO,MOTO,AUTO
710,2021-12-10,PEATON,MASCULINO,73,2021-0090,1,11:45:00,AVENIDA,9 DE JULIO AV.,9 DE JULIO AV. y LAVALLE,1,-58.38188582,-34.60256036,PEATON-PASAJEROS,PEATON,PASAJEROS
711,2021-12-11,CONDUCTOR,MASCULINO,24,2021-0091,1,23:00:00,CALLE,BAIGORRIA,"BAIGORRIA y HUGO, VICTOR",10,-58.51989389,-34.62284918,MOTO-AUTO,MOTO,AUTO
712,2021-12-12,PEATON,FEMENINO,50,2021-0092,1,06:20:00,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. y PUEYRREDON AV.,3,-58.40596860,-34.61011987,PEATON-AUTO,PEATON,AUTO
713,2021-12-13,PASAJERO_ACOMPAÑANTE,FEMENINO,18,2021-0093,1,17:10:00,AVENIDA,RIESTRA AV.,RIESTRA AV. y MOM,7,-58.43353773,-34.64561636,MOTO-AUTO,MOTO,AUTO
714,2021-12-20,PASAJERO_ACOMPAÑANTE,FEMENINO,43,2021-0094,1,01:10:00,AUTOPISTA,"DELLEPIANE, LUIS, TTE. GRAL.","DELLEPIANE, LUIS, TTE. GRAL. y LACARRA AV.",9,-58.46739825,-34.65117757,MOTO-AUTO,MOTO,AUTO
715,2021-12-30,CONDUCTOR,MASCULINO,27,2021-0095,1,00:43:00,AVENIDA,GAONA AV.,GAONA AV. y TERRADA,11,-58.47293407,-34.61984745,MOTO-CARGAS,MOTO,CARGAS
716,2021-12-15,CONDUCTOR,MASCULINO,60,2021-0096,1,10:30:00,AVENIDA,"PERON, EVA AV.","PERON, EVA AV. 4071",9,-58.47066794,-34.65021673,AUTO-CARGAS,AUTO,CARGAS
